AGI;abscisic_acid;auxin;brassinosteroid;cytokinin;ethylene;gibberellin;jasmonic_acid;salicylic_acid;summary;summary_detailed;pieVec
AT3G50750;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G51590;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G00710;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G03080;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G08950;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G18710;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G18890;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G27330;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G28395;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G30610;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G33430;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G35230;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G36540;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G36780;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G04240;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G08130;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G12210;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G22260;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G38860;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G42750;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G46570;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G51550;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G52240;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G56110;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G58220;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G61430;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G62320;0;0;1;0;0;0;0;0;brassinosteroid;brassinosteroid;piechart: valuelist="0,0,1,0,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
ATLOG4;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G19160;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G24650;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G19500;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G41510;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G29740;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G56970;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G27320;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G01830;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G17820;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G35750;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G10470;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G59940;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G64520;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G74890;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G76420;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G16070;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G25180;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G28305;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G41310;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G47430;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G11540;0;0;0;1;0;1;0;0;multiple;cytokinin,gibberellin;piechart: valuelist="0,0,0,1,0,1,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G15150;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G16857;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G29350;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G48100;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G50070;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G57040;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G31780;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G31920;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G26140;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G49720;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G53280;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G53950;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G62920;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
ATLOG2;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
ATLOG3;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
ATLOG5;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
ATLOG6;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
ATLOG7;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
ATLOG8;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G02630;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G05120;0;0;0;1;0;0;0;0;cytokinin;cytokinin;piechart: valuelist="0,0,0,1,0,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G17440;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G49700;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G51770;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G01370;0;0;0;0;1;0;1;0;multiple;ethylene,jasmonic acid;piechart: valuelist="0,0,0,0,1,0,1,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT5G65800;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G04310;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G66340;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G40940;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G04580;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G23150;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G12270;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G12610;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G23860;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G54270;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G59900;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G62430;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G74910;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G77120;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT1G79530;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G16940;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G20950;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G30860;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G37340;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G37550;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT2G45820;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G01040;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G05420;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G12390;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G13224;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G13920;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G16420;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G18240;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G19770;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G20550;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G22850;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G24500;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G45780;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G46930;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G52930;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G53710;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT3G61860;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G04500;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
AT4G12400;0;0;0;0;1;0;0;0;ethylene;ethylene;piechart: valuelist="0,0,0,0,1,0,0,0" colorlist="#00CCCC,#0066CC,#6600CC,#CC00CC,#CC0000,#CC6600,#CCCC00,#00CC00" labellist=""
