IntA;IntB;BioGRID;Biogrid_SS;BioGRID_Quality
AT1G31812;AT2G04040;1;0;non-binary
AT1G31812;AT2G15970;1;0;non-binary
AT1G31812;AT2G23093;1;0;non-binary
AT1G31812;AT2G23980;1;0;non-binary
AT1G31812;AT2G26730;1;0;non-binary
AT1G31812;AT2G26900;1;0;non-binary
AT1G31812;AT2G28315;1;0;non-binary
AT1G31812;AT2G28960;1;0;non-binary
AT1G31812;AT2G28990;1;0;non-binary
AT1G31812;AT2G29020;1;0;non-binary
AT1G31812;AT2G29180;1;0;non-binary
AT1G31812;AT2G29250;1;0;non-binary
AT1G31812;AT2G31360;1;0;non-binary
AT1G31812;AT2G33250;1;0;non-binary
AT1G31812;AT2G33670;1;1;non-binary
AT1G31812;AT2G34250;1;0;non-binary
AT1G31812;AT2G37330;1;0;non-binary
AT1G31812;AT2G38120;1;1;non-binary
AT1G31812;AT2G38330;1;0;non-binary
AT1G31812;AT2G39510;1;0;non-binary
AT1G31812;AT2G40460;1;0;non-binary
AT1G31812;AT2G41820;1;0;non-binary
AT1G31812;AT2G42770;1;0;non-binary
AT1G31812;AT2G48070;1;0;non-binary
AT1G31812;AT3G02130;1;0;non-binary
AT1G31812;AT3G02420;1;0;non-binary
AT1G31812;AT3G05330;1;0;non-binary
AT1G31812;AT3G05360;1;0;non-binary
AT1G31812;AT3G06170;1;0;non-binary
AT1G31812;AT3G06470;1;1;non-binary
AT1G31812;AT3G08930;1;0;non-binary
AT1G31812;AT3G15710;1;0;non-binary
AT1G31812;AT3G17440;1;0;non-binary
AT1G31812;AT3G19460;1;0;non-binary
AT1G31812;AT3G20190;1;0;non-binary
AT1G31812;AT3G21090;1;0;non-binary
AT1G31812;AT3G21630;1;0;binary
AT1G31812;AT3G21640;1;0;non-binary
AT1G31812;AT3G21690;1;0;non-binary
AT1G31812;AT3G23410;1;0;non-binary
AT1G31812;AT3G23560;1;0;non-binary
AT1G31812;AT3G24460;1;0;non-binary
AT1G31812;AT3G27770;1;0;non-binary
AT1G31812;AT3G51040;1;0;non-binary
AT1G31812;AT3G52640;1;0;non-binary
AT1G31812;AT3G52850;1;0;non-binary
AT1G31812;AT3G53510;1;0;non-binary
AT1G31812;AT3G54020;1;0;non-binary
AT1G31812;AT3G54140;1;0;non-binary
AT1G31812;AT3G55090;1;0;non-binary
AT1G31812;AT3G60720;1;0;non-binary
AT1G31812;AT4G00350;1;0;non-binary
AT1G31812;AT4G02725;1;0;non-binary
AT1G31812;AT4G08300;1;0;non-binary
AT1G31812;AT4G12950;1;0;non-binary
AT1G31812;AT4G13510;1;0;non-binary
AT1G31812;AT4G14420;1;0;non-binary
AT1G31812;AT4G14815;1;0;non-binary
AT1G31812;AT4G15380;1;0;non-binary
AT1G31812;AT4G15620;1;0;non-binary
AT1G31812;AT4G19645;1;0;non-binary
AT1G31812;AT4G20390;1;0;non-binary
AT1G31812;AT4G20790;1;0;non-binary
AT1G31812;AT4G21570;1;0;non-binary
AT1G31812;AT4G22130;1;0;non-binary
AT1G31812;AT4G22690;1;0;non-binary
AT1G31812;AT4G23220;1;0;non-binary
AT1G31812;AT4G26770;1;1;non-binary
AT1G31812;AT4G30845;1;0;non-binary
AT1G31812;AT4G31340;1;0;non-binary
AT1G31812;AT4G32600;1;0;non-binary
AT1G31812;AT4G33400;1;0;non-binary
AT1G31812;AT4G34220;1;0;non-binary
AT1G31812;AT4G35100;1;0;non-binary
AT1G31812;AT4G37220;1;0;non-binary
AT1G31812;AT5G02620;1;0;non-binary
AT1G31812;AT5G05170;1;1;non-binary
AT1G31812;AT5G05820;1;0;non-binary
AT1G31812;AT5G07490;1;0;non-binary
AT1G31812;AT5G10290;1;0;non-binary
AT1G31812;AT5G10420;1;0;non-binary
AT1G31812;AT5G11870;1;0;non-binary
AT1G31812;AT5G12860;1;0;non-binary
AT1G31812;AT5G13170;1;1;non-binary
AT1G31812;AT5G15500;1;0;non-binary
AT1G31812;AT5G16590;1;0;non-binary
AT1G31812;AT5G19130;1;0;non-binary
AT1G31812;AT5G20230;1;0;non-binary
AT1G31812;AT5G23550;1;0;non-binary
AT1G31812;AT5G27210;1;0;non-binary
AT1G31812;AT5G27350;1;0;non-binary
AT1G31812;AT5G38660;1;0;non-binary
AT1G31812;AT5G40420;1;0;non-binary
AT1G31812;AT5G40640;1;0;non-binary
AT1G31812;AT5G43460;1;0;non-binary
AT1G31812;AT5G47530;1;0;non-binary
AT1G31812;AT5G49130;1;0;non-binary
AT1G31812;AT5G49760;1;0;non-binary
AT1G31812;AT5G54800;1;0;non-binary
AT1G31812;AT5G56040;1;0;non-binary
AT1G31812;AT5G58050;1;0;non-binary
AT1G31812;AT5G58560;1;0;non-binary
AT1G31812;AT5G60750;1;0;non-binary
AT1G31812;AT5G61570;1;0;non-binary
AT1G31812;AT5G63050;1;0;non-binary
AT1G31812;AT5G65710;1;0;non-binary
AT1G31820;AT1G53270;1;0;non-binary
AT1G31820;AT2G20780;1;0;non-binary
AT1G31820;AT2G24762;1;0;non-binary
AT1G31830;AT4G23180;1;0;non-binary
AT1G31880;AT5G04870;1;1;non-binary
AT1G31880;AT5G59250;1;0;non-binary
AT1G31910;AT5G03240;1;0;non-binary
AT1G31970;AT3G05710;1;0;non-binary
AT1G31970;AT3G11820;1;0;non-binary
AT1G31970;AT3G52400;1;0;non-binary
AT1G31990;AT2G38290;1;0;non-binary
AT1G32060;AT1G80670;1;0;non-binary
AT1G32060;AT3G26650;1;0;binary
AT1G32060;AT5G03240;1;0;non-binary
AT1G32100;AT1G53230;1;0;binary
AT1G32100;AT1G69690;1;0;binary
AT1G32100;AT2G37000;1;0;HQ
AT1G32100;AT3G17630;1;0;non-binary
AT1G32100;AT4G18390;1;0;HQ
AT1G32130;AT1G65440;1;0;binary
AT1G32130;AT1G77300;1;0;HQ
AT1G32150;AT3G13222;1;0;binary
AT1G32210;AT1G32210;1;0;non-binary
AT1G32210;AT1G63110;1;0;non-binary
AT1G32210;AT1G65690;1;0;non-binary
AT1G32210;AT1G70760;1;0;non-binary
AT1G32210;AT1G77350;1;0;non-binary
AT1G32210;AT3G06360;1;0;non-binary
AT1G32210;AT3G12180;1;0;non-binary
AT1G32210;AT3G25805;1;0;non-binary
AT1G32210;AT3G28220;1;0;non-binary
AT1G32210;AT3G52070;1;0;non-binary
AT1G32210;AT3G66654;1;0;non-binary
AT1G32210;AT4G20790;1;0;non-binary
AT1G32210;AT4G23010;1;0;non-binary
AT1G32210;AT5G25752;1;0;non-binary
AT1G32210;AT5G55380;1;0;non-binary
AT1G32210;AT5G59650;1;0;non-binary
AT1G32230;AT1G78080;1;0;binary
AT1G32230;AT3G16770;1;0;binary
AT1G32230;AT5G01920;1;0;binary
AT1G32230;AT5G08720;1;0;binary
AT1G32230;AT5G65280;1;0;non-binary
AT1G32240;AT2G20825;1;0;HQ
AT1G32240;AT4G28190;1;0;binary
AT1G32240;AT5G16560;1;0;binary
AT1G32310;AT1G43800;1;0;non-binary
AT1G32310;AT1G79530;1;0;non-binary
AT1G32310;AT1G80480;1;0;non-binary
AT1G32310;AT2G05830;1;0;non-binary
AT1G32310;AT2G18290;1;0;non-binary
AT1G32310;AT2G20000;1;0;non-binary
AT1G32310;AT2G39090;1;0;non-binary
AT1G32310;AT3G48150;1;0;non-binary
AT1G32310;AT4G16130;1;0;non-binary
AT1G32310;AT4G21530;1;0;non-binary
AT1G32310;AT4G26870;1;0;non-binary
AT1G32310;AT5G05560;1;0;non-binary
AT1G32310;AT5G13030;1;0;non-binary
AT1G32310;AT5G24690;1;0;non-binary
AT1G32310;AT5G44635;1;0;non-binary
AT1G32310;AT5G55280;1;0;non-binary
AT1G32310;AT5G60540;1;0;non-binary
AT1G32320;AT1G72770;1;1;non-binary
AT1G32320;AT2G26180;1;0;non-binary
AT1G32320;AT3G10640;1;0;non-binary
AT1G32320;AT3G12180;1;0;non-binary
AT1G32320;AT3G30180;1;1;non-binary
AT1G32320;AT4G20790;1;0;non-binary
AT1G32320;AT4G35950;1;0;non-binary
AT1G32320;AT5G59650;1;0;non-binary
AT1G32350;AT2G41490;1;0;non-binary
AT1G32350;AT3G10640;1;0;non-binary
AT1G32350;AT3G12180;1;0;non-binary
AT1G32350;AT4G15415;1;0;non-binary
AT1G32350;AT5G63030;1;0;non-binary
AT1G32360;AT2G04080;1;0;non-binary
AT1G32380;AT1G66750;1;0;non-binary
AT1G32380;AT5G03240;1;0;non-binary
AT1G32400;AT4G34460;1;0;binary
AT1G32410;AT1G34640;1;0;non-binary
AT1G32410;AT1G47640;1;0;non-binary
AT1G32410;AT2G41705;1;0;non-binary
AT1G32410;AT3G12180;1;0;non-binary
AT1G32410;AT3G66654;1;0;non-binary
AT1G32410;AT5G03345;1;0;non-binary
AT1G32410;AT5G11890;1;0;non-binary
AT1G32410;AT5G49540;1;0;non-binary
AT1G32410;AT5G52420;1;0;non-binary
AT1G32450;AT1G47670;1;0;non-binary
AT1G32470;AT5G03240;1;0;non-binary
AT1G32480;AT5G03240;1;0;non-binary
AT1G32530;AT3G29350;1;0;binary
AT1G32530;AT5G03240;1;0;non-binary
AT1G32580;AT1G72530;1;0;binary
AT1G32580;AT2G33430;1;0;non-binary
AT1G32580;AT2G35240;1;0;binary
AT1G32580;AT3G06790;1;0;binary
AT1G32580;AT3G15000;1;0;HQ
AT1G32580;AT4G20020;1;0;HQ
AT1G32580;AT5G44780;1;0;binary
AT1G32585;AT2G30250;1;0;binary
AT1G32585;AT2G38470;1;0;binary
AT1G32585;AT5G64810;1;0;binary
AT1G32640;AT1G32640;1;1;non-binary
AT1G32640;AT1G66350;1;1;binary
AT1G32640;AT1G68185;1;0;binary
AT1G32640;AT1G71020;1;0;HQ
AT1G32640;AT1G74080;1;1;non-binary
AT1G32640;AT2G01570;1;1;HQ
AT1G32640;AT2G27050;1;1;binary
AT1G32640;AT2G33610;1;0;binary
AT1G32640;AT2G43790;1;1;HQ
AT1G32640;AT2G46020;1;0;binary
AT1G32640;AT3G01090;1;0;HQ
AT1G32640;AT3G03450;1;1;binary
AT1G32640;AT3G20770;1;1;HQ
AT1G32640;AT3G22380;1;0;HQ
AT1G32640;AT3G27810;1;1;binary
AT1G32640;AT3G57870;1;0;binary
AT1G32640;AT4G14716;1;0;binary
AT1G32640;AT4G17880;1;0;non-binary
AT1G32640;AT4G26840;1;1;non-binary
AT1G32640;AT4G36730;1;0;HQ
AT1G32640;AT5G07690;1;1;non-binary
AT1G32640;AT5G07700;1;1;non-binary
AT1G32640;AT5G17490;1;1;binary
AT1G32640;AT5G40350;1;1;binary
AT1G32640;AT5G46760;1;0;HQ
AT1G32640;AT5G55170;1;1;non-binary
AT1G32640;AT5G60890;1;1;non-binary
AT1G32640;AT5G61420;1;1;non-binary
AT1G32740;AT5G17420;1;0;non-binary
AT1G32750;AT5G54260;1;0;binary
AT1G32900;AT1G78300;1;0;non-binary
AT1G32900;AT5G39790;1;0;binary
AT1G32990;AT3G10650;1;0;non-binary
AT1G32990;AT4G02510;1;0;non-binary
AT1G32990;AT4G29040;1;0;non-binary
AT1G32990;AT5G03240;1;0;non-binary
AT1G32990;AT5G53920;1;0;binary
AT1G33055;AT4G34460;1;0;binary
AT1G33060;AT4G34460;1;0;binary
AT1G33080;AT1G34640;1;0;non-binary
AT1G33080;AT2G16030;1;0;non-binary
AT1G33080;AT2G16595;1;0;non-binary
AT1G33080;AT2G22425;1;0;non-binary
AT1G33080;AT2G26180;1;0;non-binary
AT1G33080;AT2G41705;1;0;non-binary
AT1G33080;AT3G06600;1;0;non-binary
AT1G33080;AT3G12180;1;0;non-binary
AT1G33080;AT3G17000;1;0;non-binary
AT1G33080;AT3G17020;1;0;non-binary
AT1G33080;AT3G48890;1;0;non-binary
AT1G33080;AT3G57220;1;0;non-binary
AT1G33080;AT3G57650;1;0;non-binary
AT1G33080;AT3G66654;1;0;non-binary
AT1G33080;AT4G30850;1;0;non-binary
AT1G33080;AT4G37680;1;0;non-binary
AT1G33080;AT5G11890;1;0;non-binary
AT1G33080;AT5G49540;1;0;non-binary
AT1G33080;AT5G52240;1;0;non-binary
AT1G33080;AT5G59650;1;0;non-binary
AT1G33100;AT1G34640;1;0;non-binary
AT1G33100;AT1G47640;1;0;non-binary
AT1G33100;AT1G59730;1;0;non-binary
AT1G33100;AT1G65690;1;0;non-binary
AT1G33100;AT1G78380;1;0;non-binary
AT1G33100;AT2G22425;1;0;non-binary
AT1G33100;AT2G26180;1;0;non-binary
AT1G33100;AT2G41705;1;0;non-binary
AT1G33100;AT3G12180;1;0;non-binary
AT1G33100;AT3G13175;1;0;non-binary
AT1G33100;AT3G17000;1;0;non-binary
AT1G33100;AT3G17210;1;0;non-binary
AT1G33100;AT3G26370;1;0;non-binary
AT1G33100;AT3G28220;1;0;non-binary
AT1G33100;AT3G48890;1;0;non-binary
AT1G33100;AT3G55440;1;0;non-binary
AT1G33100;AT3G66654;1;0;non-binary
AT1G33100;AT4G14455;1;0;non-binary
AT1G33100;AT4G14690;1;0;non-binary
AT1G33100;AT4G30500;1;0;non-binary
AT1G33100;AT4G30850;1;0;non-binary
AT1G33100;AT4G37370;1;0;non-binary
AT1G33100;AT4G37680;1;0;non-binary
AT1G33100;AT4G38690;1;0;non-binary
AT1G33100;AT5G06320;1;0;non-binary
AT1G33100;AT5G39730;1;0;non-binary
AT1G33100;AT5G49540;1;0;non-binary
AT1G33110;AT4G23180;1;0;non-binary
AT1G33110;AT5G61520;1;0;non-binary
AT1G33110;AT5G65280;1;0;non-binary
AT1G33120;AT1G80670;1;0;non-binary
AT1G33120;AT5G46630;1;0;non-binary
AT1G33140;AT1G68185;1;0;binary
AT1G33140;AT3G57870;1;0;binary
AT1G33140;AT5G03240;1;0;non-binary
AT1G33140;AT5G35750;1;0;binary
AT1G33140;AT5G55170;1;0;non-binary
AT1G33250;AT2G38510;1;0;non-binary
AT1G33410;AT1G75340;1;0;non-binary
AT1G33410;AT1G80670;1;0;non-binary
AT1G33410;AT4G26630;1;0;non-binary
AT1G33410;AT4G30840;1;0;non-binary
AT1G33430;AT4G12950;1;0;non-binary
AT1G33490;AT1G47640;1;0;non-binary
AT1G33490;AT2G26180;1;0;non-binary
AT1G33490;AT2G41705;1;0;non-binary
AT1G33490;AT3G10640;1;0;non-binary
AT1G33490;AT3G12180;1;0;non-binary
AT1G33490;AT3G17000;1;0;non-binary
AT1G33490;AT3G48890;1;0;non-binary
AT1G33490;AT3G66654;1;0;non-binary
AT1G33490;AT4G14455;1;0;non-binary
AT1G33490;AT4G20790;1;0;non-binary
AT1G33490;AT4G30500;1;0;non-binary
AT1G33490;AT4G30850;1;0;non-binary
AT1G33490;AT4G37680;1;0;non-binary
AT1G33490;AT5G06320;1;0;non-binary
AT1G33490;AT5G11680;1;0;non-binary
AT1G33490;AT5G49540;1;0;non-binary
AT1G33490;AT5G59650;1;0;non-binary
AT1G33790;AT2G18790;1;0;non-binary
AT1G34000;AT4G17730;1;0;binary
AT1G34110;AT2G26180;1;0;non-binary
AT1G34110;AT2G41705;1;0;non-binary
AT1G34110;AT3G12180;1;0;non-binary
AT1G34110;AT4G20790;1;0;non-binary
AT1G34110;AT5G59650;1;0;non-binary
AT1G34170;AT5G03240;1;0;non-binary
AT1G34210;AT1G34210;1;0;binary
AT1G34210;AT1G47240;1;0;non-binary
AT1G34210;AT1G71830;1;0;binary
AT1G34210;AT2G41820;1;0;non-binary
AT1G34210;AT3G17630;1;0;non-binary
AT1G34210;AT4G20450;1;0;non-binary
AT1G34210;AT4G35950;1;0;non-binary
AT1G34210;AT5G49760;1;0;non-binary
AT1G34210;AT5G55330;1;0;non-binary
AT1G34245;AT1G80080;1;0;non-binary
AT1G34245;AT2G26330;1;0;non-binary
AT1G34245;AT5G62230;1;0;non-binary
AT1G34350;AT1G64150;1;0;non-binary
AT1G34350;AT2G01970;1;0;non-binary
AT1G34350;AT2G04040;1;0;non-binary
AT1G34350;AT2G29020;1;0;non-binary
AT1G34350;AT3G12090;1;0;non-binary
AT1G34350;AT3G22360;1;0;non-binary
AT1G34350;AT5G10840;1;0;non-binary
AT1G34350;AT5G17210;1;0;non-binary
AT1G34350;AT5G66680;1;0;non-binary
AT1G34370;AT2G46020;1;0;binary
AT1G34370;AT3G17590;1;0;binary
AT1G34390;AT2G22670;1;1;binary
AT1G34470;AT1G48390;1;0;non-binary
AT1G34470;AT1G73640;1;0;non-binary
AT1G34470;AT2G16030;1;0;non-binary
AT1G34470;AT2G17350;1;0;non-binary
AT1G34470;AT2G26180;1;0;non-binary
AT1G34470;AT2G41705;1;0;non-binary
AT1G34470;AT2G43420;1;0;non-binary
AT1G34470;AT3G10640;1;0;non-binary
AT1G34470;AT3G12180;1;0;non-binary
AT1G34470;AT3G13175;1;0;non-binary
AT1G34470;AT3G17000;1;0;non-binary
AT1G34470;AT3G17611;1;0;non-binary
AT1G34470;AT3G24460;1;0;non-binary
AT1G34470;AT3G53380;1;0;non-binary
AT1G34470;AT3G66654;1;0;non-binary
AT1G34470;AT4G01410;1;0;non-binary
AT1G34470;AT4G14455;1;0;non-binary
AT1G34470;AT4G30850;1;0;non-binary
AT1G34470;AT4G37370;1;0;non-binary
AT1G34470;AT4G37445;1;0;non-binary
AT1G34470;AT4G37680;1;0;non-binary
AT1G34470;AT5G11890;1;0;non-binary
AT1G34470;AT5G22290;1;0;non-binary
AT1G34470;AT5G25752;1;0;non-binary
AT1G34470;AT5G46630;1;0;non-binary
AT1G34470;AT5G47180;1;0;non-binary
AT1G34470;AT5G49540;1;0;non-binary
AT1G34470;AT5G67380;1;0;non-binary
AT1G34470;AT5G67620;1;0;non-binary
AT1G34640;AT1G36050;1;0;non-binary
AT1G34640;AT1G44960;1;0;non-binary
AT1G34640;AT1G47530;1;0;non-binary
AT1G34640;AT1G47670;1;0;non-binary
AT1G34640;AT1G49230;1;0;non-binary
AT1G34640;AT1G51460;1;0;non-binary
AT1G34640;AT1G51500;1;0;non-binary
AT1G34640;AT1G55230;1;0;non-binary
AT1G34640;AT1G57550;1;0;non-binary
AT1G34640;AT1G57943;1;0;non-binary
AT1G34640;AT1G58340;1;0;non-binary
AT1G34640;AT1G61610;1;0;non-binary
AT1G34640;AT1G62200;1;0;non-binary
AT1G34640;AT1G64090;1;0;non-binary
AT1G34640;AT1G64150;1;0;non-binary
AT1G34640;AT1G64820;1;0;non-binary
AT1G34640;AT1G65985;1;0;non-binary
AT1G34640;AT1G66340;1;0;non-binary
AT1G34640;AT1G68380;1;0;non-binary
AT1G34640;AT1G69640;1;0;non-binary
AT1G34640;AT1G69970;1;0;non-binary
AT1G34640;AT1G71110;1;0;non-binary
AT1G34640;AT1G71190;1;0;non-binary
AT1G34640;AT1G71940;1;0;non-binary
AT1G34640;AT1G72300;1;0;non-binary
AT1G34640;AT1G74370;1;0;non-binary
AT1G34640;AT1G75020;1;0;non-binary
AT1G34640;AT1G77110;1;0;non-binary
AT1G34640;AT1G78920;1;0;non-binary
AT1G34640;AT2G01420;1;0;non-binary
AT1G34640;AT2G02020;1;0;non-binary
AT1G34640;AT2G03620;1;0;non-binary
AT1G34640;AT2G04040;1;0;non-binary
AT1G34640;AT2G04050;1;0;non-binary
AT1G34640;AT2G04080;1;0;non-binary
AT1G34640;AT2G04360;1;0;non-binary
AT1G34640;AT2G19580;1;0;non-binary
AT1G34640;AT2G20300;1;0;non-binary
AT1G34640;AT2G25310;1;0;non-binary
AT1G34640;AT2G25810;1;0;non-binary
AT1G34640;AT2G25890;1;0;non-binary
AT1G34640;AT2G26900;1;0;non-binary
AT1G34640;AT2G29180;1;0;non-binary
AT1G34640;AT2G29650;1;0;non-binary
AT1G34640;AT2G31360;1;0;non-binary
AT1G34640;AT2G31880;1;0;non-binary
AT1G34640;AT2G32240;1;0;non-binary
AT1G34640;AT2G33110;1;0;non-binary
AT1G34640;AT2G33250;1;0;non-binary
AT1G34640;AT2G34250;1;0;non-binary
AT1G34640;AT2G34390;1;0;non-binary
AT1G34640;AT2G35520;1;0;non-binary
AT1G34640;AT2G36330;1;0;non-binary
AT1G34640;AT2G36830;1;0;non-binary
AT1G34640;AT2G37330;1;0;non-binary
AT1G34640;AT2G37360;1;0;non-binary
AT1G34640;AT2G38120;1;0;non-binary
AT1G34640;AT2G38330;1;0;non-binary
AT1G34640;AT2G38510;1;0;non-binary
AT1G34640;AT2G39060;1;0;non-binary
AT1G34640;AT2G39290;1;0;non-binary
AT1G34640;AT2G39890;1;0;non-binary
AT1G34640;AT2G41610;1;0;non-binary
AT1G34640;AT2G43330;1;0;non-binary
AT1G34640;AT2G43690;1;0;non-binary
AT1G34640;AT2G45960;1;0;non-binary
AT1G34640;AT2G46330;1;0;non-binary
AT1G34640;AT2G48070;1;0;non-binary
AT1G34640;AT3G01550;1;0;non-binary
AT1G34640;AT3G02880;1;0;non-binary
AT1G34640;AT3G05150;1;0;non-binary
AT1G34640;AT3G06470;1;0;non-binary
AT1G34640;AT3G08930;1;0;non-binary
AT1G34640;AT3G09740;1;0;non-binary
AT1G34640;AT3G11810;1;0;non-binary
AT1G34640;AT3G12090;1;0;non-binary
AT1G34640;AT3G13950;1;0;non-binary
AT1G34640;AT3G15710;1;0;non-binary
AT1G34640;AT3G16690;1;0;non-binary
AT1G34640;AT3G18215;1;0;non-binary
AT1G34640;AT3G19260;1;0;non-binary
AT1G34640;AT3G20190;1;0;non-binary
AT1G34640;AT3G20570;1;0;non-binary
AT1G34640;AT3G21090;1;0;non-binary
AT1G34640;AT3G21640;1;0;non-binary
AT1G34640;AT3G21690;1;0;non-binary
AT1G34640;AT3G22840;1;0;non-binary
AT1G34640;AT3G23560;1;0;non-binary
AT1G34640;AT3G26350;1;0;non-binary
AT1G34640;AT3G27770;1;0;non-binary
AT1G34640;AT3G29270;1;0;non-binary
AT1G34640;AT3G42725;1;0;non-binary
AT1G34640;AT3G45700;1;0;non-binary
AT1G34640;AT3G46280;1;0;non-binary
AT1G34640;AT3G50120;1;0;non-binary
AT1G34640;AT3G51040;1;0;non-binary
AT1G34640;AT3G52850;1;0;non-binary
AT1G34640;AT3G53510;1;0;non-binary
AT1G34640;AT3G54140;1;0;non-binary
AT1G34640;AT3G55090;1;0;non-binary
AT1G34640;AT3G55740;1;0;non-binary
AT1G34640;AT3G59030;1;0;non-binary
AT1G34640;AT3G60720;1;0;non-binary
AT1G34640;AT4G00350;1;0;non-binary
AT1G34640;AT4G01450;1;0;non-binary
AT1G34640;AT4G03600;1;0;non-binary
AT1G34640;AT4G03820;1;0;non-binary
AT1G34640;AT4G04750;1;0;non-binary
AT1G34640;AT4G04860;1;0;non-binary
AT1G34640;AT4G12950;1;0;non-binary
AT1G34640;AT4G13266;1;0;non-binary
AT1G34640;AT4G13510;1;0;non-binary
AT1G34640;AT4G13530;1;0;non-binary
AT1G34640;AT4G14420;1;0;non-binary
AT1G34640;AT4G16480;1;0;non-binary
AT1G34640;AT4G16620;1;0;non-binary
AT1G34640;AT4G17340;1;0;non-binary
AT1G34640;AT4G20790;1;0;non-binary
AT1G34640;AT4G21570;1;0;non-binary
AT1G34640;AT4G21680;1;0;non-binary
AT1G34640;AT4G23010;1;0;non-binary
AT1G34640;AT4G26770;1;0;non-binary
AT1G34640;AT4G27435;1;0;non-binary
AT1G34640;AT4G28210;1;0;non-binary
AT1G34640;AT4G28330;1;0;non-binary
AT1G34640;AT4G29450;1;0;non-binary
AT1G34640;AT4G30120;1;0;non-binary
AT1G34640;AT4G30660;1;0;non-binary
AT1G34640;AT4G31330;1;0;non-binary
AT1G34640;AT4G31340;1;0;non-binary
AT1G34640;AT4G31840;1;0;non-binary
AT1G34640;AT4G32600;1;0;non-binary
AT1G34640;AT4G34440;1;0;non-binary
AT1G34640;AT4G35080;1;0;non-binary
AT1G34640;AT4G36850;1;0;non-binary
AT1G34640;AT4G39350;1;0;non-binary
AT1G34640;AT5G01180;1;0;non-binary
AT1G34640;AT5G01960;1;0;non-binary
AT1G34640;AT5G02620;1;0;non-binary
AT1G34640;AT5G05170;1;0;non-binary
AT1G34640;AT5G06530;1;0;non-binary
AT1G34640;AT5G06820;1;0;non-binary
AT1G34640;AT5G07490;1;0;non-binary
AT1G34640;AT5G10190;1;0;non-binary
AT1G34640;AT5G10420;1;0;non-binary
AT1G34640;AT5G10840;1;0;non-binary
AT1G34640;AT5G11870;1;0;non-binary
AT1G34640;AT5G12480;1;0;non-binary
AT1G34640;AT5G12860;1;0;non-binary
AT1G34640;AT5G13400;1;0;non-binary
AT1G34640;AT5G14110;1;0;non-binary
AT1G34640;AT5G14570;1;0;non-binary
AT1G34640;AT5G15500;1;0;non-binary
AT1G34640;AT5G16530;1;0;non-binary
AT1G34640;AT5G16590;1;0;non-binary
AT1G34640;AT5G17420;1;0;non-binary
AT1G34640;AT5G20230;1;0;non-binary
AT1G34640;AT5G24130;1;0;non-binary
AT1G34640;AT5G26790;1;0;non-binary
AT1G34640;AT5G27210;1;0;non-binary
AT1G34640;AT5G27350;1;0;non-binary
AT1G34640;AT5G27370;1;0;non-binary
AT1G34640;AT5G37060;1;0;non-binary
AT1G34640;AT5G37810;1;0;non-binary
AT1G34640;AT5G40420;1;0;non-binary
AT1G34640;AT5G41800;1;0;non-binary
AT1G34640;AT5G42370;1;0;non-binary
AT1G34640;AT5G44650;1;0;non-binary
AT1G34640;AT5G47420;1;0;non-binary
AT1G34640;AT5G47530;1;0;non-binary
AT1G34640;AT5G47610;1;0;non-binary
AT1G34640;AT5G49130;1;0;non-binary
AT1G34640;AT5G49950;1;0;non-binary
AT1G34640;AT5G51160;1;0;non-binary
AT1G34640;AT5G55290;1;0;non-binary
AT1G34640;AT5G55630;1;0;non-binary
AT1G34640;AT5G56040;1;0;non-binary
AT1G34640;AT5G57345;1;0;non-binary
AT1G34640;AT5G58050;1;0;non-binary
AT1G34640;AT5G58560;1;0;non-binary
AT1G34640;AT5G59500;1;0;non-binary
AT1G34640;AT5G62850;1;0;non-binary
AT1G34640;AT5G63050;1;0;non-binary
AT1G34640;AT5G64560;1;0;non-binary
AT1G34760;AT1G78300;1;0;non-binary
AT1G34760;AT3G13410;1;0;non-binary
AT1G34780;AT1G75500;1;0;non-binary
AT1G34780;AT2G41610;1;0;non-binary
AT1G34780;AT4G23400;1;0;non-binary
AT1G34780;AT5G11870;1;0;non-binary
AT1G34780;AT5G58560;1;0;non-binary
AT1G34790;AT1G34790;1;0;binary
AT1G34790;AT1G56650;1;0;binary
AT1G34790;AT1G68910;1;0;non-binary
AT1G34790;AT5G35550;1;0;HQ
AT1G35160;AT1G35580;1;0;HQ
AT1G35160;AT1G78300;1;0;non-binary
AT1G35160;AT2G02040;1;0;non-binary
AT1G35160;AT2G26900;1;0;non-binary
AT1G35160;AT4G09000;1;0;non-binary
AT1G35160;AT4G30190;1;0;binary
AT1G35160;AT4G34000;1;0;non-binary
AT1G35160;AT4G35900;1;0;binary
AT1G35160;AT5G03240;1;0;non-binary
AT1G35160;AT5G04870;1;0;non-binary
AT1G35240;AT2G01200;1;1;binary
AT1G35240;AT2G22670;1;1;binary
AT1G35350;AT4G26630;1;0;non-binary
AT1G35460;AT2G33610;1;0;binary
AT1G35460;AT2G46020;1;0;binary
AT1G35460;AT3G57870;1;0;binary
AT1G35460;AT4G26840;1;0;non-binary
AT1G35460;AT5G55170;1;0;non-binary
AT1G35470;AT1G61150;1;0;non-binary
AT1G35470;AT3G55070;1;0;non-binary
AT1G35470;AT4G37880;1;0;non-binary
AT1G35470;AT5G08560;1;0;non-binary
AT1G35470;AT5G43920;1;0;non-binary
AT1G35520;AT2G22670;1;1;binary
AT1G35520;AT5G38480;1;0;non-binary
AT1G35540;AT2G22670;1;1;binary
AT1G35560;AT1G53230;1;0;binary
AT1G35560;AT1G58100;1;0;binary
