IntA;IntB;BioGRID;Biogrid_SS;BioGRID_Quality
AT1G22920;AT4G00231;1;0;binary
AT3G19570;AT5G56290;1;0;binary
AT1G22920;AT4G37240;1;0;binary
AT1G63470;AT4G17950;1;0;binary
AT3G01990;AT5G37890;1;0;binary
AT5G04280;AT5G25490;1;0;binary
AT3G55460;AT5G25490;1;0;binary
AT3G02150;AT5G25490;1;0;binary
AT1G72030;AT4G08150;1;0;binary
AT1G72030;AT5G47860;1;0;binary
AT1G72030;AT3G48150;1;0;binary
AT1G72030;AT4G25200;1;0;binary
AT1G72030;AT2G44950;1;0;binary
AT3G11730;AT5G07110;1;0;binary
AT2G40380;AT3G11730;1;0;binary
AT3G12110;AT3G18780;1;0;binary
AT1G01910;AT3G44280;1;0;binary
AT3G21175;AT4G23770;1;0;binary
AT1G69690;AT4G23770;1;0;binary
AT3G02150;AT4G23770;1;0;binary
AT1G24625;AT5G08330;1;0;binary
AT1G24625;AT5G51910;1;0;binary
AT1G24625;AT3G02150;1;0;binary
AT3G21400;AT3G60150;1;0;binary
AT1G17180;AT2G29490;1;0;binary
AT1G27300;AT5G18150;1;0;binary
AT2G46550;AT5G18150;1;0;binary
AT2G31610;AT5G12320;1;0;binary
AT1G62520;AT5G50840;1;0;binary
AT1G05785;AT3G16310;1;0;binary
AT2G23580;AT5G58310;1;0;binary
AT4G17950;AT5G62260;1;0;binary
AT3G61310;AT5G62260;1;0;binary
AT2G01570;AT5G62260;1;0;binary
AT2G17670;AT3G48150;1;0;binary
AT1G15130;AT3G17860;1;0;binary
AT1G15550;AT1G22920;1;0;binary
AT2G35930;AT4G25200;1;0;binary
AT1G33040;AT2G42395;1;0;binary
AT2G42395;AT3G12390;1;0;binary
AT1G23100;AT3G60210;1;0;binary
AT3G54826;AT4G19700;1;0;binary
AT3G54826;AT4G25200;1;0;binary
AT3G54390;AT3G54826;1;0;binary
AT3G44720;AT3G54826;1;0;binary
AT3G27960;AT3G54826;1;0;binary
AT2G29330;AT5G06060;1;0;binary
AT3G17860;AT4G17030;1;0;binary
AT4G30930;AT5G13810;1;0;binary
AT3G48550;AT5G06710;1;0;binary
AT1G67170;AT4G32570;1;0;binary
AT1G67170;AT5G04170;1;0;binary
AT3G27960;AT4G00980;1;0;binary
AT1G77210;AT5G22290;1;0;binary
AT1G77210;AT4G35580;1;0;binary
AT1G47260;AT5G18910;1;0;binary
AT3G17860;AT4G17220;1;0;binary
AT1G30860;AT4G17220;1;0;binary
AT1G31880;AT3G59200;1;0;binary
AT1G31280;AT3G01670;1;0;binary
AT2G27990;AT3G49580;1;0;binary
AT3G02150;AT5G22355;1;0;binary
AT4G35110;AT5G65683;1;0;binary
AT4G17680;AT5G65683;1;0;binary
AT2G41350;AT5G65683;1;0;binary
AT3G22960;AT5G65683;1;0;binary
AT3G56270;AT5G65683;1;0;binary
AT4G17220;AT5G65683;1;0;binary
AT2G23290;AT5G65683;1;0;binary
AT3G44720;AT5G65683;1;0;binary
AT2G44950;AT5G65683;1;0;binary
AT4G25200;AT4G37890;1;0;binary
AT1G69690;AT5G20240;1;0;binary
AT3G16440;AT3G56220;1;0;binary
AT1G22920;AT3G16440;1;0;binary
AT1G58070;AT5G50840;1;0;binary
AT1G14340;AT5G47310;1;0;binary
AT3G02150;AT5G47310;1;0;binary
AT4G25660;AT5G47310;1;0;binary
AT1G18630;AT3G47620;1;0;binary
AT4G33040;AT5G06950;1;0;HQ
AT3G01670;AT5G51570;1;0;binary
AT1G21280;AT4G19050;1;0;binary
AT1G08060;AT3G47620;1;0;binary
AT1G08060;AT3G04240;1;0;binary
AT1G08060;AT3G27960;1;0;binary
AT1G48470;AT5G37600;1;0;binary
AT3G16250;AT3G47620;1;0;binary
AT3G16250;AT3G53900;1;0;binary
AT1G14920;AT3G16250;1;0;binary
AT2G23420;AT3G16250;1;0;binary
AT2G33880;AT3G16250;1;0;binary
AT3G02150;AT3G16250;1;0;binary
AT3G56950;AT5G48810;1;0;binary
AT3G56950;AT5G53560;1;0;binary
AT1G14920;AT3G05625;1;0;binary
AT3G05625;AT3G27960;1;0;binary
AT5G09320;AT5G20280;1;0;binary
AT1G74560;AT5G09320;1;0;binary
AT5G09320;AT5G64780;1;0;binary
AT4G28640;AT5G09320;1;0;binary
AT4G25200;AT5G09320;1;0;binary
AT1G18800;AT5G09320;1;0;binary
AT3G27960;AT5G09320;1;0;binary
AT3G60600;AT5G22290;1;0;binary
AT3G10260;AT3G60600;1;0;binary
AT3G60600;AT4G22540;1;0;binary
AT3G60600;AT5G45300;1;0;binary
AT2G24200;AT2G24200;1;0;binary
AT1G22920;AT5G45440;1;0;binary
AT2G18740;AT4G30220;1;0;binary
AT4G30220;AT4G30330;1;0;binary
AT4G04620;AT4G24690;1;0;HQ
AT1G13030;AT4G04620;1;0;binary
AT3G60600;AT4G40042;1;0;binary
AT3G15660;AT4G27610;1;0;binary
AT3G15660;AT5G22355;1;0;binary
AT3G15660;AT5G42220;1;0;binary
AT3G15660;AT4G15730;1;0;binary
AT3G53900;AT4G14465;1;0;binary
AT3G17860;AT4G14465;1;0;binary
AT2G24570;AT3G07780;1;0;binary
AT1G22800;AT4G35905;1;0;binary
AT1G30860;AT4G28230;1;0;binary
AT1G54060;AT2G32160;1;0;binary
AT2G32160;AT3G47620;1;0;binary
AT2G32160;AT4G25200;1;0;binary
AT2G32160;AT3G02150;1;0;binary
AT1G25275;AT5G22290;1;0;binary
AT1G25275;AT5G42220;1;0;binary
AT1G01910;AT5G22280;1;0;binary
AT3G06810;AT5G46030;1;0;binary
AT3G53980;AT5G42220;1;0;binary
AT3G09085;AT5G22290;1;0;binary
AT3G09085;AT4G35580;1;0;binary
AT5G13080;AT5G20920;1;0;binary
AT4G29930;AT5G13080;1;0;binary
AT3G18360;AT5G13080;1;0;binary
AT3G60590;AT5G66480;1;0;binary
AT3G60590;AT5G41600;1;0;binary
AT3G49580;AT4G09800;1;0;binary
AT1G10990;AT5G42220;1;0;binary
AT1G05710;AT1G69690;1;0;binary
AT1G05710;AT3G47620;1;0;binary
AT1G05710;AT3G02150;1;0;binary
AT3G47620;AT3G61920;1;0;binary
AT3G61920;AT4G22250;1;0;binary
AT3G02150;AT3G61920;1;0;binary
AT3G48550;AT3G61920;1;0;binary
AT1G02870;AT2G41680;1;0;binary
AT1G71230;AT2G33500;1;0;binary
AT1G13730;AT3G13990;1;0;binary
AT1G13730;AT5G48650;1;0;binary
AT3G07270;AT3G07270;1;0;binary
AT1G18660;AT3G53900;1;0;binary
AT1G18660;AT1G18660;1;0;binary
AT2G28550;AT3G06430;1;0;binary
AT3G06430;AT3G54230;1;0;binary
AT3G06430;AT5G56250;1;0;binary
AT3G06430;AT3G14180;1;0;binary
AT3G06430;AT4G28640;1;0;binary
AT3G06430;AT3G17860;1;0;binary
AT3G06430;AT5G61380;1;0;binary
AT3G06430;AT5G06710;1;0;binary
AT3G06430;AT4G11890;1;0;binary
AT1G52560;AT3G06430;1;0;binary
AT2G04100;AT5G22290;1;0;binary
AT4G01090;AT5G05190;1;0;binary
AT2G37150;AT5G05190;1;0;binary
AT3G08530;AT5G05190;1;0;binary
AT5G05190;AT5G06780;1;0;binary
AT2G41680;AT5G05190;1;0;binary
AT5G05190;AT5G19960;1;0;binary
AT4G25200;AT5G05190;1;0;binary
AT5G05190;AT5G61380;1;0;binary
AT4G17220;AT5G05190;1;0;binary
AT4G15730;AT5G05190;1;0;binary
AT5G05190;AT5G53060;1;0;binary
AT3G02150;AT5G05190;1;0;binary
AT3G61790;AT5G27630;1;0;binary
AT4G31590;AT5G22290;1;0;binary
AT3G29270;AT4G31590;1;0;binary
AT1G76920;AT5G10450;1;0;binary
AT1G76920;AT5G42190;1;0;HQ
AT1G76920;AT5G04840;1;0;binary
AT5G22290;AT5G63780;1;0;binary
AT3G01550;AT5G22290;1;0;binary
AT3G01550;AT4G35580;1;0;binary
AT2G46550;AT3G01550;1;0;binary
AT3G10480;AT3G18210;1;0;binary
AT1G11650;AT2G28550;1;0;binary
AT1G11650;AT3G22440;1;0;binary
AT1G11650;AT3G02150;1;0;binary
AT1G54060;AT3G09630;1;0;binary
AT1G17970;AT3G09630;1;0;binary
AT3G09630;AT3G13720;1;0;binary
AT2G23290;AT3G09630;1;0;binary
AT1G69690;AT2G41730;1;0;binary
AT2G41730;AT3G08530;1;0;binary
AT3G07550;AT5G42190;1;0;binary
AT2G46870;AT3G27960;1;0;binary
AT3G18960;AT5G08330;1;0;binary
AT4G22214;AT5G22290;1;0;binary
AT4G22214;AT4G35580;1;0;binary
AT1G01210;AT1G22920;1;0;binary
AT2G30330;AT2G35940;1;0;binary
AT4G25200;AT5G51440;1;0;binary
AT1G07400;AT5G51440;1;0;binary
AT1G32230;AT5G11270;1;0;binary
AT5G11270;AT5G15800;1;0;binary
AT1G07740;AT3G53630;1;0;binary
AT1G07400;AT1G07740;1;0;binary
AT1G20140;AT5G57360;1;0;HQ
AT1G10030;AT5G22290;1;0;binary
AT1G10030;AT3G10260;1;0;binary
AT1G10030;AT4G26450;1;0;binary
AT1G51580;AT1G69690;1;0;binary
AT1G51580;AT2G25490;1;0;binary
AT1G51580;AT2G35940;1;0;binary
AT1G51580;AT3G03950;1;0;binary
AT1G51580;AT3G47620;1;0;binary
AT1G51580;AT3G13224;1;0;binary
AT1G51580;AT1G69170;1;0;binary
AT4G19170;AT5G56760;1;0;binary
AT3G47620;AT5G38640;1;0;binary
AT4G00150;AT5G38640;1;0;binary
AT2G45000;AT5G38640;1;0;binary
AT3G48150;AT5G38640;1;0;binary
AT1G60080;AT5G38640;1;0;binary
AT1G01440;AT5G38640;1;0;binary
AT3G01670;AT3G54230;1;0;binary
AT3G01670;AT5G41350;1;0;binary
AT3G01670;AT3G01670;1;0;HQ
AT1G70320;AT4G02590;1;0;binary
AT1G63480;AT3G61310;1;0;binary
AT3G61310;AT3G61310;1;0;binary
AT2G34090;AT3G61310;1;0;binary
AT3G02150;AT4G16780;1;0;binary
AT3G02150;AT3G47620;1;0;HQ
AT3G01690;AT5G28900;1;0;binary
AT3G01690;AT3G14180;1;0;binary
AT3G01690;AT5G22310;1;0;binary
AT3G01690;AT3G22960;1;0;binary
AT1G02410;AT3G01690;1;0;binary
AT2G23290;AT3G01690;1;0;binary
AT5G22310;AT5G50840;1;0;binary
AT5G50840;AT5G50840;1;0;binary
AT2G19450;AT5G22290;1;0;binary
AT4G08570;AT5G49990;1;0;binary
AT3G03960;AT5G16070;1;0;binary
AT4G17220;AT5G58140;1;0;binary
AT1G68060;AT2G32650;1;0;binary
AT3G27960;AT5G41070;1;0;binary
AT4G00370;AT4G35580;1;0;binary
AT4G00370;AT4G19030;1;0;binary
AT1G14830;AT1G59610;1;0;binary
AT4G25200;AT5G04470;1;0;binary
AT2G41020;AT5G35330;1;0;binary
AT1G21010;AT3G26030;1;0;binary
AT4G24840;AT5G67620;1;0;binary
AT3G26030;AT5G67620;1;0;binary
AT2G42790;AT5G67620;1;0;binary
AT3G08530;AT5G67620;1;0;binary
AT3G47620;AT5G59490;1;0;binary
AT3G07500;AT5G02050;1;0;binary
AT4G25200;AT5G02050;1;0;binary
AT2G02560;AT5G61010;1;0;binary
AT2G02560;AT3G47620;1;0;binary
AT2G02560;AT2G19080;1;0;binary
AT1G14687;AT2G02560;1;0;binary
AT3G16310;AT3G51390;1;0;binary
AT3G16310;AT5G43460;1;0;binary
AT3G60600;AT5G43460;1;0;binary
AT2G29420;AT2G29490;1;0;binary
AT3G07780;AT5G58950;1;0;binary
AT4G39050;AT5G58950;1;0;binary
AT3G22960;AT5G58950;1;0;binary
AT2G04630;AT5G08330;1;0;binary
AT1G68670;AT2G04630;1;0;binary
AT2G04630;AT3G49580;1;0;binary
AT1G49590;AT3G08530;1;0;binary
AT1G49590;AT3G01670;1;0;binary
AT1G14340;AT4G25660;1;0;binary
AT4G25660;AT4G25660;1;0;binary
AT2G40380;AT4G25660;1;0;binary
AT3G54230;AT3G62310;1;0;binary
AT1G31540;AT3G47620;1;0;binary
AT3G10260;AT5G43670;1;0;binary
AT3G16310;AT5G43670;1;0;binary
AT2G35940;AT2G44950;1;0;binary
AT2G44950;AT5G59210;1;0;binary
AT2G44950;AT4G32190;1;0;binary
AT2G44950;AT3G06530;1;0;binary
AT2G44950;AT5G50840;1;0;binary
AT1G31870;AT3G47120;1;0;binary
AT3G21720;AT3G21720;1;0;binary
AT5G40190;AT5G40190;1;0;binary
AT5G09680;AT5G22630;1;0;binary
AT3G44720;AT5G09680;1;0;binary
AT2G28550;AT5G49010;1;0;binary
AT2G47130;AT2G47130;1;0;binary
AT3G08530;AT4G05400;1;0;binary
AT3G12170;AT4G01090;1;0;binary
AT2G29310;AT2G29310;1;0;binary
AT3G08530;AT4G12450;1;0;binary
AT3G48150;AT4G12450;1;0;binary
AT2G19650;AT4G12450;1;0;binary
AT2G23290;AT4G12450;1;0;binary
AT3G02150;AT3G55690;1;0;binary
AT1G16340;AT1G16340;1;0;binary
AT3G58380;AT4G11100;1;0;binary
AT3G58380;AT4G29930;1;0;binary
AT1G02680;AT5G20280;1;0;binary
AT1G02680;AT1G71230;1;0;binary
AT1G02680;AT3G54390;1;0;binary
AT1G80190;AT3G12530;1;0;binary
AT1G54060;AT1G70350;1;0;binary
AT1G16790;AT5G22290;1;0;binary
AT1G16790;AT4G26450;1;0;binary
AT3G15420;AT3G19550;1;0;binary
AT3G16310;AT3G20510;1;0;binary
AT3G20510;AT3G60600;1;0;binary
AT3G44620;AT4G26270;1;0;binary
AT4G08150;AT5G28690;1;0;binary
AT4G25660;AT5G28690;1;0;binary
AT4G39050;AT5G09260;1;0;binary
AT1G22920;AT5G16490;1;0;binary
AT4G10500;AT5G23880;1;0;binary
AT3G10480;AT4G20400;1;0;HQ
AT3G61190;AT5G61900;1;0;HQ
AT3G27580;AT3G61150;1;0;binary
AT3G43240;AT5G22355;1;0;binary
AT4G20730;AT4G20730;1;0;binary
AT4G37640;AT5G22290;1;0;binary
AT1G21280;AT3G17205;1;0;binary
AT3G01370;AT5G61010;1;0;binary
AT3G01370;AT5G20280;1;0;binary
AT3G01370;AT4G39050;1;0;binary
AT1G49580;AT5G61010;1;0;binary
AT1G49580;AT3G46810;1;0;binary
AT1G01440;AT4G01090;1;0;binary
AT1G01440;AT1G31880;1;0;binary
AT1G01440;AT3G49580;1;0;binary
AT1G01440;AT2G47700;1;0;binary
AT4G01580;AT4G18040;1;0;binary
AT3G50330;AT3G50330;1;0;binary
AT3G27100;AT5G58575;1;0;binary
AT1G34320;AT4G25920;1;0;binary
AT1G34320;AT3G22960;1;0;binary
AT1G54060;AT5G66110;1;0;binary
AT1G14340;AT5G66110;1;0;binary
AT4G29820;AT5G66110;1;0;binary
AT1G14730;AT5G22290;1;0;binary
AT2G38360;AT2G40380;1;0;binary
AT1G54060;AT1G71480;1;0;binary
AT1G71480;AT5G07110;1;0;binary
AT1G55190;AT1G71480;1;0;binary
AT1G71480;AT4G25660;1;0;binary
AT2G22190;AT4G25920;1;0;binary
AT1G55090;AT1G55090;1;0;binary
AT2G41970;AT4G13000;1;0;binary
AT3G60150;AT5G39790;1;0;binary
AT1G31780;AT3G60150;1;0;binary
AT3G50920;AT5G22290;1;0;binary
AT3G50920;AT4G35580;1;0;binary
AT3G50920;AT5G66480;1;0;binary
AT3G29270;AT3G50920;1;0;binary
AT3G50920;AT3G60600;1;0;binary
AT4G32960;AT5G09790;1;0;binary
AT4G29930;AT4G32960;1;0;binary
AT1G04330;AT3G47620;1;0;binary
AT1G76760;AT5G13810;1;0;binary
AT1G76760;AT4G01090;1;0;binary
AT1G76760;AT3G53900;1;0;binary
AT1G76760;AT2G19650;1;0;binary
AT1G76760;AT3G56270;1;0;binary
AT1G76760;AT4G00980;1;0;binary
AT1G76760;AT3G02150;1;0;binary
AT1G01440;AT1G76760;1;0;binary
AT4G33690;AT5G55100;1;0;binary
AT1G01160;AT4G33690;1;0;binary
AT4G02720;AT4G33690;1;0;HQ
AT4G13540;AT4G33690;1;0;binary
AT2G29210;AT4G33690;1;0;binary
AT4G17220;AT4G33690;1;0;binary
AT4G33690;AT4G33690;1;0;binary
AT4G33690;AT5G12230;1;0;binary
AT5G23310;AT5G40590;1;0;binary
AT3G28220;AT3G54120;1;0;binary
AT3G54120;AT5G41600;1;0;binary
AT1G01200;AT2G38360;1;0;binary
AT2G41120;AT5G10210;1;0;binary
AT4G24840;AT5G37550;1;0;binary
AT4G39050;AT5G37550;1;0;binary
AT3G27960;AT5G37550;1;0;binary
AT2G22125;AT3G54390;1;0;binary
AT3G14180;AT5G10210;1;0;binary
AT3G22960;AT5G10210;1;0;binary
AT1G60670;AT4G36570;1;0;binary
AT3G16310;AT5G12880;1;0;binary
AT3G60600;AT5G12880;1;0;binary
AT1G22920;AT1G66980;1;0;binary
AT4G14730;AT5G22290;1;0;binary
AT4G14730;AT4G35580;1;0;binary
AT1G01010;AT4G14730;1;0;binary
AT1G31050;AT1G54060;1;0;binary
AT1G31050;AT2G47700;1;0;binary
AT1G01440;AT1G31050;1;0;binary
AT3G23290;AT3G49580;1;0;binary
AT3G23290;AT3G27960;1;0;binary
AT1G16950;AT5G22290;1;0;binary
AT1G16950;AT4G35580;1;0;binary
AT1G16950;AT4G26450;1;0;binary
AT4G25660;AT4G31830;1;0;binary
AT2G24400;AT4G27280;1;0;binary
AT4G15700;AT5G08330;1;0;binary
AT4G01920;AT4G15700;1;0;binary
AT3G17860;AT4G15700;1;0;binary
AT4G00980;AT4G15700;1;0;binary
AT4G15700;AT4G32570;1;0;binary
AT3G02150;AT4G15700;1;0;binary
AT1G12440;AT5G37890;1;0;binary
AT1G52560;AT4G25200;1;0;binary
AT1G30730;AT4G25200;1;0;binary
AT1G13520;AT1G70410;1;0;binary
AT1G13520;AT4G25200;1;0;binary
AT1G13520;AT5G37670;1;0;binary
AT2G01580;AT4G35580;1;0;binary
AT1G20770;AT4G24840;1;0;binary
AT1G20770;AT1G24764;1;0;binary
AT1G20770;AT5G03050;1;0;binary
AT1G20770;AT3G06530;1;0;binary
AT1G20770;AT3G54390;1;0;binary
AT1G20770;AT2G44950;1;0;binary
AT4G28160;AT5G42220;1;0;binary
AT4G22235;AT5G42220;1;0;binary
AT4G38960;AT5G11980;1;0;binary
AT3G61950;AT5G51780;1;0;binary
AT1G49030;AT1G69690;1;0;binary
AT1G49030;AT3G47620;1;0;binary
AT2G26290;AT3G08850;1;0;binary
AT2G01120;AT4G25200;1;0;binary
AT1G31870;AT5G61010;1;0;binary
AT1G31870;AT4G39050;1;0;binary
AT1G31870;AT2G23420;1;0;binary
AT1G30860;AT1G31870;1;0;binary
AT1G31780;AT4G24840;1;0;binary
AT1G44414;AT5G22290;1;0;binary
AT1G44414;AT4G19030;1;0;binary
AT1G60600;AT3G29270;1;0;binary
AT1G54060;AT1G80890;1;0;binary
AT3G16980;AT3G17860;1;0;binary
AT3G16980;AT5G61380;1;0;binary
AT3G16980;AT5G51910;1;0;binary
AT3G02150;AT3G16980;1;0;binary
AT1G07400;AT2G07738;1;0;binary
AT2G38830;AT4G25200;1;0;binary
AT2G38830;AT4G21560;1;0;binary
AT3G16310;AT5G18850;1;0;binary
AT4G26450;AT5G18850;1;0;binary
AT3G26900;AT4G25200;1;0;binary
AT1G52560;AT3G26900;1;0;binary
AT3G26900;AT3G58750;1;0;binary
AT1G55190;AT5G65925;1;0;binary
AT4G25660;AT5G65925;1;0;binary
AT3G01050;AT4G35580;1;0;binary
AT3G01660;AT5G66480;1;0;binary
AT1G14340;AT3G01660;1;0;binary
AT1G27300;AT2G25810;1;0;binary
AT1G28135;AT4G15930;1;0;binary
AT1G54060;AT5G52547;1;0;binary
AT5G43700;AT5G52547;1;0;binary
AT3G54390;AT5G52547;1;0;binary
AT2G22880;AT2G47260;1;0;binary
AT3G17668;AT4G17680;1;0;binary
AT3G17668;AT3G48150;1;0;binary
AT3G01670;AT3G17668;1;0;binary
AT3G17668;AT3G44720;1;0;binary
AT1G22920;AT3G17668;1;0;binary
AT4G15735;AT5G42220;1;0;binary
AT3G16310;AT5G56020;1;0;binary
AT3G60600;AT5G56020;1;0;binary
AT3G16310;AT3G21690;1;0;binary
AT3G21690;AT3G60600;1;0;binary
AT1G66870;AT3G47620;1;0;binary
AT1G66470;AT3G01435;1;0;binary
AT2G44950;AT3G01435;1;0;binary
AT3G01435;AT4G28020;1;0;binary
AT3G48240;AT5G22355;1;0;binary
AT2G47700;AT3G48240;1;0;binary
AT1G29120;AT5G61010;1;0;binary
AT1G29120;AT5G24660;1;0;binary
AT1G29120;AT5G53060;1;0;binary
AT1G29120;AT3G01670;1;0;binary
AT1G75990;AT2G44950;1;0;binary
AT2G42490;AT5G46570;1;0;binary
AT3G16310;AT4G14950;1;0;binary
AT3G60600;AT4G14950;1;0;binary
AT4G25200;AT4G39820;1;0;binary
AT3G54390;AT4G39820;1;0;binary
AT3G29035;AT4G39820;1;0;binary
AT2G44950;AT4G39820;1;0;binary
AT4G03410;AT4G26450;1;0;binary
AT3G15000;AT4G10840;1;0;binary
AT3G15000;AT5G04840;1;0;binary
AT3G15000;AT3G27960;1;0;binary
AT1G55890;AT4G24690;1;0;binary
AT1G55890;AT4G39050;1;0;binary
AT1G55890;AT3G27960;1;0;binary
AT3G47620;AT5G42470;1;0;binary
AT3G02150;AT5G42470;1;0;binary
AT1G68060;AT2G45920;1;0;binary
AT2G45920;AT5G22310;1;0;binary
AT1G34430;AT2G45920;1;0;binary
AT1G15750;AT5G44210;1;0;binary
AT1G55535;AT3G16310;1;0;binary
AT1G55535;AT4G26450;1;0;binary
AT1G55535;AT3G60600;1;0;binary
AT1G09660;AT2G39740;1;0;binary
AT2G39740;AT3G09250;1;0;binary
AT2G28550;AT2G39740;1;0;binary
AT2G39740;AT4G28300;1;0;binary
AT2G39740;AT3G54230;1;0;binary
AT2G05230;AT2G39740;1;0;binary
AT4G34460;AT5G10920;1;0;binary
AT4G34460;AT5G18400;1;0;binary
AT4G34460;AT5G19960;1;0;binary
AT1G16610;AT3G24740;1;0;binary
AT1G16610;AT3G54230;1;0;binary
AT3G56490;AT5G63610;1;0;binary
AT5G51910;AT5G63610;1;0;binary
AT1G50370;AT4G25200;1;0;binary
AT1G68670;AT5G15330;1;0;binary
AT3G22440;AT5G15330;1;0;binary
AT3G49580;AT5G15330;1;0;binary
AT2G44950;AT5G15330;1;0;binary
AT1G20770;AT5G15330;1;0;binary
AT2G46890;AT5G41600;1;0;binary
AT1G03360;AT3G07750;1;0;binary
AT1G10230;AT3G63060;1;0;HQ
AT1G27300;AT2G02810;1;0;binary
AT2G02810;AT4G35580;1;0;binary
AT2G02810;AT4G19030;1;0;binary
AT1G45145;AT5G62770;1;0;binary
AT2G25000;AT5G62770;1;0;binary
AT2G03505;AT5G22290;1;0;binary
AT2G03505;AT4G19030;1;0;binary
AT1G47510;AT5G61010;1;0;binary
AT1G51355;AT1G54060;1;0;binary
AT1G51355;AT3G53900;1;0;binary
AT3G22440;AT5G18660;1;0;binary
AT3G08530;AT4G35420;1;0;binary
AT4G29930;AT5G46690;1;0;binary
AT1G54060;AT4G36515;1;0;binary
AT3G12510;AT5G55690;1;0;binary
AT2G02300;AT3G47620;1;0;binary
AT2G02300;AT3G49580;1;0;binary
AT4G15802;AT5G61865;1;0;binary
AT1G06390;AT2G30340;1;0;binary
AT3G59220;AT4G22250;1;0;binary
AT1G62990;AT3G47620;1;0;binary
AT1G62990;AT4G08150;1;0;HQ
AT1G62990;AT4G02590;1;0;binary
AT1G62990;AT4G25200;1;0;binary
AT1G75630;AT4G32750;1;0;binary
AT4G32750;AT4G34720;1;0;binary
AT2G23420;AT4G32750;1;0;binary
AT3G29270;AT5G50590;1;0;binary
AT3G29270;AT5G50690;1;0;binary
AT1G09270;AT3G25882;1;0;binary
AT3G06720;AT3G25882;1;0;binary
AT1G15750;AT3G25882;1;0;binary
AT4G13500;AT5G22290;1;0;binary
AT4G02590;AT4G25315;1;0;binary
AT1G27300;AT4G14455;1;0;binary
AT3G10260;AT4G14455;1;0;binary
AT3G16310;AT4G14455;1;0;binary
AT1G15750;AT1G30135;1;0;HQ
AT3G27960;AT3G52050;1;0;binary
AT3G47620;AT4G25440;1;0;binary
AT1G12920;AT3G58750;1;0;binary
AT1G17970;AT3G22260;1;0;binary
AT3G22260;AT4G25920;1;0;binary
AT2G11810;AT5G06780;1;0;binary
AT2G11810;AT5G24660;1;0;binary
AT1G69690;AT4G14980;1;0;binary
AT3G47620;AT4G14980;1;0;binary
AT1G54060;AT3G15395;1;0;binary
AT3G20865;AT5G22290;1;0;binary
AT1G01910;AT2G24693;1;0;binary
AT1G71230;AT3G14395;1;0;binary
AT4G35580;AT5G01075;1;0;binary
AT1G23420;AT3G22440;1;0;binary
AT1G23420;AT3G59470;1;0;binary
AT1G23420;AT4G32570;1;0;binary
AT1G71230;AT4G28190;1;0;binary
AT4G35110;AT5G65400;1;0;binary
AT4G27460;AT5G22310;1;0;binary
AT4G27460;AT5G16560;1;0;binary
AT2G28550;AT5G16560;1;0;binary
AT4G01090;AT5G16560;1;0;binary
AT4G39050;AT5G16560;1;0;binary
AT2G19650;AT5G16560;1;0;binary
AT3G17860;AT5G16560;1;0;binary
AT5G16560;AT5G24660;1;0;binary
AT2G33880;AT5G16560;1;0;binary
AT5G15790;AT5G16560;1;0;binary
AT4G27060;AT5G16560;1;0;binary
AT3G44720;AT5G16560;1;0;binary
AT3G27960;AT5G16560;1;0;binary
AT1G01440;AT5G16560;1;0;binary
AT1G72200;AT5G22290;1;0;binary
AT5G03540;AT5G64850;1;0;binary
AT3G16120;AT3G21175;1;0;binary
AT3G16120;AT3G50060;1;0;binary
AT2G17200;AT3G16120;1;0;binary
AT3G16120;AT3G53320;1;0;binary
AT3G16120;AT3G54390;1;0;binary
AT3G56030;AT4G25200;1;0;binary
AT3G01300;AT4G28640;1;0;binary
AT3G01300;AT3G22960;1;0;binary
AT2G01770;AT3G60600;1;0;binary
AT1G63930;AT5G61010;1;0;binary
AT3G47620;AT4G24880;1;0;binary
AT1G19680;AT3G22960;1;0;binary
AT1G19680;AT5G22355;1;0;binary
AT1G19680;AT3G27960;1;0;binary
AT4G35110;AT5G17690;1;0;binary
AT1G80000;AT5G17690;1;0;binary
AT2G47590;AT5G57170;1;0;binary
AT4G02590;AT4G38230;1;0;binary
AT4G25200;AT4G38230;1;0;binary
AT1G23850;AT4G19030;1;0;binary
AT1G69810;AT3G54390;1;0;binary
AT1G69810;AT3G02150;1;0;binary
AT4G19030;AT4G28720;1;0;binary
AT1G54060;AT5G17450;1;0;binary
AT3G50910;AT5G17450;1;0;binary
AT1G01520;AT4G15930;1;0;binary
AT2G12290;AT4G25200;1;0;binary
AT2G23910;AT3G16310;1;0;binary
AT1G25470;AT4G26290;1;0;binary
AT3G61950;AT4G26290;1;0;binary
AT4G26290;AT5G19990;1;0;binary
AT1G70910;AT4G25200;1;0;binary
AT5G01640;AT5G58750;1;0;binary
AT4G25660;AT5G58750;1;0;binary
AT3G54120;AT5G58750;1;0;binary
AT4G26550;AT5G58750;1;0;binary
AT3G61790;AT5G04320;1;0;binary
AT1G17420;AT1G67800;1;0;binary
AT4G10400;AT5G42190;1;0;binary
AT2G24590;AT4G32660;1;0;binary
AT1G30860;AT4G32660;1;0;binary
AT2G14860;AT4G35580;1;0;binary
AT2G14860;AT5G66480;1;0;binary
AT1G71230;AT5G38890;1;0;binary
AT2G47450;AT5G51110;1;0;binary
AT1G27700;AT2G31260;1;0;binary
AT1G74690;AT5G37780;1;0;binary
AT1G34430;AT2G47450;1;0;binary
AT2G47450;AT3G47620;1;0;binary
AT4G02770;AT5G61010;1;0;binary
AT4G02770;AT4G30080;1;0;binary
